os,cpu,gpu,ram,kernel,driver,cpuscheduler
ROSA Fresh Desktop 12.2,Intel Xeon CPU E5-2678 v3 @ 2.50GHz,Radeon RX 6600/6600 XT/6600M,32770052,5.19.0.xm2-1-xanmod-rosa2021.1-x86_64,4.6 Mesa 22.1.7,conservative
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
205.297,4871,22.7723,95,48,59,2382,874,1.54556,89,3.5531,8098776647
165.044,6059,22.7723,95,48,59,2382,874,1.54556,89,3.5531,8198830807
201.532,4962,22.5968,94,49,59,2421,874,1.54559,108,3.5531,8298884628
211.685,4724,22.5968,94,49,59,2421,874,1.54559,108,3.5531,8398938690
128.123,7805,22.5968,94,49,59,2421,874,1.54559,108,3.5531,8498996557
179.791,5562,22.5968,94,49,59,2421,874,1.54559,108,3.5531,8599050468
173.01,5780,22.5968,94,49,59,2421,874,1.54559,108,3.5531,8699108773
200,5000,22.688,91,49,60,2372,854,1.54562,112,3.55333,8799166337
218.341,4580,22.688,91,49,60,2372,854,1.54562,112,3.55333,8899225098
223.464,4475,22.688,91,49,60,2372,854,1.54562,112,3.55333,8999279441
202.963,4927,22.688,91,49,60,2372,854,1.54562,112,3.55333,9099337821
216.45,4620,22.688,91,49,60,2372,854,1.54562,112,3.55333,9199392040
206.654,4839,21.9451,96,49,60,2494,875,1.54564,107,3.55333,9299448490
193.874,5158,21.9451,96,49,60,2494,875,1.54564,107,3.55333,9399502627
203.376,4917,21.9451,96,49,60,2494,875,1.54564,107,3.55333,9499561306
185.494,5391,21.9451,96,49,60,2494,875,1.54564,107,3.55333,9599615571
193.798,5160,21.9451,96,49,60,2494,875,1.54564,107,3.55333,9699671772
192.567,5193,21.5094,94,49,60,2414,874,1.54565,108,3.55356,9799729222
184.264,5427,21.5094,94,49,60,2414,874,1.54565,108,3.55356,9899784602
187.301,5339,21.5094,94,49,60,2414,874,1.54565,108,3.55356,9999838972
191.865,5212,21.5094,94,49,60,2414,874,1.54565,108,3.55356,10099893026
174.672,5725,21.5094,94,49,60,2414,874,1.54565,108,3.55356,10199950279
190.658,5245,21.7337,98,49,60,2577,874,1.54567,114,3.55416,10300004231
180.865,5529,21.7337,98,49,60,2577,874,1.54567,114,3.55416,10400057596
92.1999,10846,21.7337,98,49,60,2577,874,1.54567,114,3.55416,10500114032
183.15,5460,21.7337,98,49,60,2577,874,1.54567,114,3.55416,10600168308
185.908,5379,21.7337,98,49,60,2577,874,1.54567,114,3.55416,10700226716
182.017,5494,22.4414,97,48,60,2526,875,1.54567,111,3.55526,10800280449
190.006,5263,22.4414,97,48,60,2526,875,1.54567,111,3.55526,10900324705
191.095,5233,22.4414,97,48,60,2526,875,1.54567,111,3.55526,11000379229
186.359,5366,22.4414,97,48,60,2526,875,1.54567,111,3.55526,11100433844
184.775,5412,22.4414,97,48,60,2526,875,1.54567,111,3.55526,11200487430
183.993,5435,21.1706,94,48,60,2467,869,1.54567,108,3.55538,11300541103
188.715,5299,21.1706,94,48,60,2467,869,1.54567,108,3.55538,11400594193
185.46,5392,21.1706,94,48,60,2467,869,1.54567,108,3.55538,11500650167
192.234,5202,21.1706,94,48,60,2467,869,1.54567,108,3.55538,11600703281
185.529,5390,21.1706,94,48,60,2467,869,1.54567,108,3.55538,11700760244
192.976,5182,21.8519,99,48,60,2584,875,1.54567,114,3.55549,11800813746
175.346,5703,21.8519,99,48,60,2584,875,1.54567,114,3.55549,11900867718
221.288,4519,21.8519,99,48,60,2584,875,1.54567,114,3.55549,12000923332
215.61,4638,21.8519,99,48,60,2584,875,1.54567,114,3.55549,12100977028
230.947,4330,21.8519,99,48,60,2584,875,1.54567,114,3.55549,12201033547
237.699,4207,20.6549,96,48,60,2487,874,1.54567,111,3.55559,12301086720
155.666,6424,20.6549,96,48,60,2487,874,1.54567,111,3.55559,12401141709
219.78,4550,20.6549,96,48,60,2487,874,1.54567,111,3.55559,12501196638
265.675,3764,20.6549,96,48,60,2487,874,1.54567,111,3.55559,12601253433
218.914,4568,20.6549,96,48,60,2487,874,1.54567,111,3.55559,12701310237
228.781,4371,20.8333,97,48,60,2525,874,1.5457,112,3.55524,12801363288
213.265,4689,20.8333,97,48,60,2525,874,1.5457,112,3.55524,12901419382
230.362,4341,20.8333,97,48,60,2525,874,1.5457,112,3.55524,13001477844
208.812,4789,20.8333,97,48,60,2525,874,1.5457,112,3.55524,13101534990
204.583,4888,20.8333,97,48,60,2525,874,1.5457,112,3.55524,13201589263
161.629,6187,22.125,97,48,60,2525,874,1.54571,112,3.55536,13301643742
202.306,4943,22.125,97,48,60,2525,874,1.54571,112,3.55536,13401702312
218.293,4581,22.125,97,48,60,2525,874,1.54571,112,3.55536,13501756921
203.998,4902,22.125,97,48,60,2525,874,1.54571,112,3.55536,13601810351
202.757,4932,22.125,97,48,60,2525,874,1.54571,112,3.55536,13701863394
193.498,5168,22.4159,95,48,60,2465,871,1.54573,110,3.5556,13801917991
208.768,4790,22.4159,95,48,60,2465,871,1.54573,110,3.5556,13901976653
129.099,7746,22.4159,95,48,60,2465,871,1.54573,110,3.5556,14002031465
199.283,5018,22.4159,95,48,60,2465,871,1.54573,110,3.5556,14102090481
197.511,5063,22.4159,95,48,60,2465,871,1.54573,110,3.5556,14202143498
166.196,6017,21.4018,98,48,60,2563,875,1.54573,114,3.55524,14302197634
213.538,4683,21.4018,98,48,60,2563,875,1.54573,114,3.55524,14402251707
193.949,5156,21.4018,98,48,60,2563,875,1.54573,114,3.55524,14502281540
188.395,5308,21.4018,98,48,60,2563,875,1.54573,114,3.55524,14602335983
153.421,6518,21.4018,98,48,60,2563,875,1.54573,114,3.55524,14702394013
179.179,5581,22.3602,98,48,61,2566,874,1.54573,114,3.5556,14802448197
133.494,7491,22.3602,98,48,61,2566,874,1.54573,114,3.5556,14902507408
184.128,5431,22.3602,98,48,61,2566,874,1.54573,114,3.5556,15002561336
187.161,5343,22.3602,98,48,61,2566,874,1.54573,114,3.5556,15102619223
178.54,5601,22.3602,98,48,61,2566,874,1.54573,114,3.5556,15202676993
196.002,5102,21,97,48,60,2534,875,1.54573,113,3.5556,15302732082
204.457,4891,21,97,48,60,2534,875,1.54573,113,3.5556,15402790404
200.321,4992,21,97,48,60,2534,875,1.54573,113,3.5556,15502845006
188.041,5318,21,97,48,60,2534,875,1.54573,113,3.5556,15602899124
204.96,4879,21,97,48,60,2534,875,1.54573,113,3.5556,15702952634
204.457,4891,22.5124,93,48,60,2517,875,1.54573,108,3.55739,15803007586
187.723,5327,22.5124,93,48,60,2517,875,1.54573,108,3.55739,15903060544
192.567,5193,22.5124,93,48,60,2517,875,1.54573,108,3.55739,16003113828
210.482,4751,22.5124,93,48,60,2517,875,1.54573,108,3.55739,16103174725
199.124,5022,22.5124,93,48,60,2517,875,1.54573,108,3.55739,16203227762
204.834,4882,20.2516,97,48,60,2529,875,1.54573,112,3.55751,16303280506
193.761,5161,20.2516,97,48,60,2529,875,1.54573,112,3.55751,16403336468
166.556,6004,20.2516,97,48,60,2529,875,1.54573,112,3.55751,16503390244
202.47,4939,20.2516,97,48,60,2529,875,1.54573,112,3.55751,16603444821
197.668,5059,20.2516,97,48,60,2529,875,1.54573,112,3.55751,16703499678
199.641,5009,21.4464,98,48,60,2578,875,1.54573,114,3.55774,16803558229
161.917,6176,21.4464,98,48,60,2578,875,1.54573,114,3.55774,16903616957
167.757,5961,21.4464,98,48,60,2578,875,1.54573,114,3.55774,17003670716
193.274,5174,21.4464,98,48,60,2578,875,1.54573,114,3.55774,17103728253
197.589,5061,21.4464,98,48,60,2578,875,1.54573,114,3.55774,17203781499
192.864,5185,21.2687,99,48,60,2579,875,1.54573,114,3.55774,17303835830
49.3657,20257,21.2687,99,48,60,2579,875,1.54573,114,3.55774,17403892722
49.3657,20257,21.2687,99,48,60,2579,875,1.54573,114,3.55774,17503947833
187.371,5337,21.2687,99,48,60,2579,875,1.54573,114,3.55774,17604002470
235.516,4246,21.2687,99,48,60,2579,875,1.54573,114,3.55774,17704057344
235.239,4251,20.89,70,48,60,1772,727,1.54687,89,3.55786,17804114002
224.467,4455,20.89,70,48,60,1772,727,1.54687,89,3.55786,17904169715
234.632,4262,20.89,70,48,60,1772,727,1.54687,89,3.55786,18004226250
233.809,4277,20.89,70,48,60,1772,727,1.54687,89,3.55786,18104280931
93.8703,10653,20.89,70,48,60,1772,727,1.54687,89,3.55786,18204335829
148.677,6726,20.89,70,48,60,1772,727,1.54687,89,3.55786,18304393630
216.826,4612,21.7822,97,48,59,2558,875,1.54695,100,3.55784,18404451478
215.285,4645,21.7822,97,48,59,2558,875,1.54695,100,3.55784,18504505710
216.076,4628,21.7822,97,48,59,2558,875,1.54695,100,3.55784,18604560660
215.889,4632,21.7822,97,48,59,2558,875,1.54695,100,3.55784,18704614786
206.271,4848,21.7822,97,48,59,2558,875,1.54695,100,3.55784,18804672665
217.25,4603,21.8477,94,49,60,2447,874,1.54702,106,3.55833,18904731455
214.408,4664,21.8477,94,49,60,2447,874,1.54702,106,3.55833,19004785489
222.272,4499,21.8477,94,49,60,2447,874,1.54702,106,3.55833,19104839633
187.091,5345,21.8477,94,49,60,2447,874,1.54702,106,3.55833,19204898317
200.884,4978,21.8477,94,49,60,2447,874,1.54702,106,3.55833,19304951745
215.471,4641,20.2771,96,49,60,2534,874,1.54718,113,3.55833,19405009843
210.305,4755,20.2771,96,49,60,2534,874,1.54718,113,3.55833,19505065166
216.779,4613,20.2771,96,49,60,2534,874,1.54718,113,3.55833,19605122613
215.75,4635,20.2771,96,49,60,2534,874,1.54718,113,3.55833,19705180174
222.321,4498,20.2771,96,49,60,2534,874,1.54718,113,3.55833,19805235677
217.533,4597,21.8477,98,49,60,2578,875,1.54725,112,3.5582,19905292908
108.531,9214,21.8477,98,49,60,2578,875,1.54725,112,3.5582,20005346210
186.567,5360,21.8477,98,49,60,2578,875,1.54725,112,3.5582,20105401726
185.632,5387,21.8477,98,49,60,2578,875,1.54725,112,3.5582,20205458476
180.115,5552,21.8477,98,49,60,2578,875,1.54725,112,3.5582,20305514104
141.583,7063,20.3262,92,49,60,2437,874,1.54725,105,3.55808,20405572403
172.741,5789,20.3262,92,49,60,2437,874,1.54725,105,3.55808,20505626855
189.394,5280,20.3262,92,49,60,2437,874,1.54725,105,3.55808,20605680647
190.767,5242,20.3262,92,49,60,2437,874,1.54725,105,3.55808,20705739549
187.723,5327,20.3262,92,49,60,2437,874,1.54725,105,3.55808,20805793057
174.886,5718,20.9738,92,48,59,2437,874,1.54725,105,3.56001,20905846559
174.978,5715,20.9738,92,48,59,2437,874,1.54725,105,3.56001,21005899891
170.853,5853,20.9738,92,48,59,2437,874,1.54725,105,3.56001,21105953719
147.601,6775,20.9738,92,48,59,2437,874,1.54725,105,3.56001,21206008118
174.429,5733,20.9738,92,48,59,2437,874,1.54725,105,3.56001,21306064150
213.95,4674,20.9799,87,48,60,2264,871,1.54725,95,3.55988,21406122173
166.973,5989,20.9799,87,48,60,2264,871,1.54725,95,3.55988,21506181577
150.83,6630,20.9799,87,48,60,2264,871,1.54725,95,3.55988,21606238479
188.608,5302,20.9799,87,48,60,2264,871,1.54725,95,3.55988,21706294577
146.135,6843,20.9799,87,48,60,2264,871,1.54725,95,3.55988,21806348662
203.583,4912,22.4719,98,48,60,2572,875,1.54725,110,3.56049,21906402549
205.128,4875,22.4719,98,48,60,2572,875,1.54725,110,3.56049,22006459130
259.067,3860,22.4719,98,48,60,2572,875,1.54725,110,3.56049,22106512685
208.638,4793,22.4719,98,48,60,2572,875,1.54725,110,3.56049,22206569026
211.06,4738,22.4719,98,48,60,2572,875,1.54725,110,3.56049,22306622648
209.908,4764,22.4287,98,48,60,2568,874,1.54725,114,3.56049,22406676947
209.688,4769,22.4287,98,48,60,2568,874,1.54725,114,3.56049,22506730932
251.509,3976,22.4287,98,48,60,2568,874,1.54725,114,3.56049,22606784527
218.675,4573,22.4287,98,48,60,2568,874,1.54725,114,3.56049,22706840343
214.777,4656,22.4287,98,48,60,2568,874,1.54725,114,3.56049,22806893465
166.917,5991,22.7895,97,48,60,2498,875,1.54725,111,3.56048,22906950522
215.657,4637,22.7895,97,48,60,2498,875,1.54725,111,3.56048,23007004573
246.245,4061,22.7895,97,48,60,2498,875,1.54725,111,3.56048,23107058171
201.045,4974,22.7895,97,48,60,2498,875,1.54725,111,3.56048,23207111760
106.746,9368,22.7895,97,48,60,2498,875,1.54725,111,3.56048,23307165106
191.314,5227,22.1669,97,48,60,2500,874,1.54725,112,3.56048,23407218710
189.753,5270,22.1669,97,48,60,2500,874,1.54725,112,3.56048,23507273732
184.74,5413,22.1669,97,48,60,2500,874,1.54725,112,3.56048,23607328575
178.571,5600,22.1669,97,48,60,2500,874,1.54725,112,3.56048,23707384842
171.38,5835,22.1669,97,48,60,2500,874,1.54725,112,3.56048,23807438286
178.508,5602,20.9273,98,48,60,2563,874,1.54725,112,3.56048,23907491057
181.785,5501,20.9273,98,48,60,2563,874,1.54725,112,3.56048,24007550445
203.459,4915,20.9273,98,48,60,2563,874,1.54725,112,3.56048,24107606631
182.882,5468,20.9273,98,48,60,2563,874,1.54725,112,3.56048,24207665344
187.441,5335,20.9273,98,48,60,2563,874,1.54725,112,3.56048,24307723197
198.452,5039,22.0844,99,48,60,2585,874,1.54725,114,3.56048,24407783556
190.186,5258,22.0844,99,48,60,2585,874,1.54725,114,3.56048,24507843119
170.794,5855,22.0844,99,48,60,2585,874,1.54725,114,3.56048,24607897322
189.717,5271,22.0844,99,48,60,2585,874,1.54725,114,3.56048,24707951743
197.981,5051,22.0844,99,48,60,2585,874,1.54725,114,3.56048,24808008358
213.858,4676,23.2673,98,49,60,2572,874,1.54725,114,3.56082,24908066530
189.573,5275,23.2673,98,49,60,2572,874,1.54725,114,3.56082,25008123557
192.419,5197,23.2673,98,49,60,2572,874,1.54725,114,3.56082,25108179616
189.897,5266,23.2673,98,49,60,2572,874,1.54725,114,3.56082,25208233794
182.682,5474,23.2673,98,49,60,2572,874,1.54725,114,3.56082,25308292390
180.213,5549,23.0483,97,49,59,2534,874,1.54754,112,3.56082,25408352417
185.082,5403,23.0483,97,49,59,2534,874,1.54754,112,3.56082,25508406749
183.824,5440,23.0483,97,49,59,2534,874,1.54754,112,3.56082,25608460826
183.621,5446,23.0483,97,49,59,2534,874,1.54754,112,3.56082,25708514518
201.369,4966,23.0483,97,49,59,2534,874,1.54754,112,3.56082,25808573673
188.501,5305,25.2185,98,49,60,2579,874,1.54849,114,3.56178,25908628456
190.585,5247,25.2185,98,49,60,2579,874,1.54849,114,3.56178,26008689797
193.349,5172,25.2185,98,49,60,2579,874,1.54849,114,3.56178,26108747885
127.616,7836,25.2185,98,49,60,2579,874,1.54849,114,3.56178,26208802500
151.378,6606,25.2185,98,49,60,2579,874,1.54849,114,3.56178,26308862075
144.802,6906,28.3208,90,49,59,2337,872,1.55025,102,3.5619,26408918743
81.103,12330,28.3208,90,49,59,2337,872,1.55025,102,3.5619,26508973789
79.8531,12523,28.3208,90,49,59,2337,872,1.55025,102,3.5619,26609029941
93.2662,10722,28.3208,90,49,59,2337,872,1.55025,102,3.5619,26709088227
179.63,5567,28.3208,90,49,59,2337,872,1.55025,102,3.5619,26809144931
156.031,6409,24.1294,71,49,58,1529,875,1.57241,55,3.56738,26909200805
140.568,7114,24.1294,71,49,58,1529,875,1.57241,55,3.56738,27009256856
159.261,6279,24.1294,71,49,58,1529,875,1.57241,55,3.56738,27109310180
155.909,6414,24.1294,71,49,58,1529,875,1.57241,55,3.56738,27209365170
95.0751,10518,24.1294,71,49,58,1529,875,1.57241,55,3.56738,27309422662
95.0751,10518,24.1294,71,49,58,1529,875,1.57241,55,3.56738,27409482236
111.284,8986,19.7624,74,49,56,1983,823,1.57243,75,3.57074,27509536397
160.694,6223,19.7624,74,49,56,1983,823,1.57243,75,3.57074,27609594917
155.063,6449,19.7624,74,49,56,1983,823,1.57243,75,3.57074,27709650934
163.613,6112,19.7624,74,49,56,1983,823,1.57243,75,3.57074,27809704258
175.994,5682,19.7624,74,49,56,1983,823,1.57243,75,3.57074,27909760456
83.2639,12010,21.4198,61,48,57,1513,719,1.57232,51,3.57062,28009815060
194.78,5134,21.4198,61,48,57,1513,719,1.57232,51,3.57062,28109868377
192.197,5203,21.4198,61,48,57,1513,719,1.57232,51,3.57062,28209921931
186.881,5351,21.4198,61,48,57,1513,719,1.57232,51,3.57062,28309975016
198.373,5041,21.4198,61,48,57,1513,719,1.57232,51,3.57062,28410034109
199.96,5001,22.9426,83,48,58,2122,875,1.57232,83,3.57074,28510081815
223.964,4465,22.9426,83,48,58,2122,875,1.57232,83,3.57074,28610135322
212.089,4715,22.9426,83,48,58,2122,875,1.57232,83,3.57074,28710188484
207.512,4819,22.9426,83,48,58,2122,875,1.57232,83,3.57074,28810241388
206.313,4847,22.9426,83,48,58,2122,875,1.57232,83,3.57074,28910295695
208.377,4799,22.4311,83,49,59,2122,875,1.57232,83,3.57049,29010351989
234.852,4258,22.4311,83,49,59,2122,875,1.57232,83,3.57049,29110405382
213.22,4690,22.4311,83,49,59,2122,875,1.57232,83,3.57049,29210461792
215.703,4636,22.4311,83,49,59,2122,875,1.57232,83,3.57049,29310515081
215.193,4647,22.4311,83,49,59,2122,875,1.57232,83,3.57049,29410568042
238.493,4193,22.5968,96,49,60,2515,875,1.57232,110,3.57061,29510621156
201.207,4970,22.5968,96,49,60,2515,875,1.57232,110,3.57061,29610674187
205.931,4856,22.5968,96,49,60,2515,875,1.57232,110,3.57061,29710727384
166.306,6013,22.5968,96,49,60,2515,875,1.57232,110,3.57061,29810780957
166.389,6010,22.5968,96,49,60,2515,875,1.57232,110,3.57061,29910834175
167.056,5986,24.5283,99,49,59,2578,875,1.57238,114,3.57132,30010887828
172.236,5806,24.5283,99,49,59,2578,875,1.57238,114,3.57132,30110944350
208.638,4793,24.5283,99,49,59,2578,875,1.57238,114,3.57132,30210998902
201.694,4958,24.5283,99,49,59,2578,875,1.57238,114,3.57132,30311057822
216.591,4617,24.5283,99,49,59,2578,875,1.57238,114,3.57132,30411112488
159.923,6253,28.8366,97,49,59,2541,874,1.57238,111,3.57238,30511167897
115.835,8633,28.8366,97,49,59,2541,874,1.57238,111,3.57238,30611221505
87.8272,11386,28.8366,97,49,59,2541,874,1.57238,111,3.57238,30711275379
87.3897,11443,28.8366,97,49,59,2541,874,1.57238,111,3.57238,30811328825
171.703,5824,28.8366,97,49,59,2541,874,1.57238,111,3.57238,30911382310
167.813,5959,23.2617,97,49,59,2558,875,1.57236,111,3.57455,31011435723
210.172,4758,23.2617,97,49,59,2558,875,1.57236,111,3.57455,31111490834
211.999,4717,23.2617,97,49,59,2558,875,1.57236,111,3.57455,31211544530
179.276,5578,23.2617,97,49,59,2558,875,1.57236,111,3.57455,31311597784
124.208,8051,23.2617,97,49,59,2558,875,1.57236,111,3.57455,31411651557
170.532,5864,22.2766,81,49,59,1935,875,1.57236,76,3.57455,31511707535
180.505,5540,22.2766,81,49,59,1935,875,1.57236,76,3.57455,31611760511
195.848,5106,22.2766,81,49,59,1935,875,1.57236,76,3.57455,31711813553
165.481,6043,22.2766,81,49,59,1935,875,1.57236,76,3.57455,31811866754
165.92,6027,22.2766,81,49,59,1935,875,1.57236,76,3.57455,31911919667
157.803,6337,21.0526,93,49,60,2415,875,1.57236,103,3.57444,32011974823
178.317,5608,21.0526,93,49,60,2415,875,1.57236,103,3.57444,32112035955
190.949,5237,21.0526,93,49,60,2415,875,1.57236,103,3.57444,32212090302
193.723,5162,21.0526,93,49,60,2415,875,1.57236,103,3.57444,32312143649
199.402,5015,21.0526,93,49,60,2415,875,1.57236,103,3.57444,32412197005
220.702,4531,22.0844,99,49,60,2597,875,1.57236,113,3.57444,32512250140
204.918,4880,22.0844,99,49,60,2597,875,1.57236,113,3.57444,32612305363
219.058,4565,22.0844,99,49,60,2597,875,1.57236,113,3.57444,32712359032
218.436,4578,22.0844,99,49,60,2597,875,1.57236,113,3.57444,32812413012
220.799,4529,22.0844,99,49,60,2597,875,1.57236,113,3.57444,32912468098
240.5,4158,23.8509,98,50,59,2554,875,1.57236,113,3.57456,33012521721
221.631,4512,23.8509,98,50,59,2554,875,1.57236,113,3.57456,33112575438
221.337,4518,23.8509,98,50,59,2554,875,1.57236,113,3.57456,33212629216
113.007,8849,23.8509,98,50,59,2554,875,1.57236,113,3.57456,33312683532
221.828,4508,23.8509,98,50,59,2554,875,1.57236,113,3.57456,33412740872
248.88,4018,29.1563,98,50,60,2553,875,1.57236,113,3.57477,33512794310
