os,cpu,gpu,ram,kernel,driver,cpuscheduler
ROSA Fresh Desktop 12.2,Intel Xeon CPU E5-2678 v3 @ 2.50GHz,Radeon RX 6600/6600 XT/6600M,32770052,5.19.0.xm2-1-xanmod-rosa2021.1-x86_64,4.6 Mesa 22.1.7,conservative
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
214.087,4671,22.5847,97,49,60,2513,871,1.53918,113,3.57061,7866312827
203.749,4908,22.5847,97,49,60,2513,871,1.53918,113,3.57061,7966366627
203.542,4913,22.5847,97,49,60,2513,871,1.53918,113,3.57061,8066421821
205.888,4857,22.5847,97,49,60,2513,871,1.53918,113,3.57061,8166479395
201.776,4956,23.8213,94,51,60,2439,875,1.5392,106,3.57159,8266532791
203.376,4917,23.8213,94,51,60,2439,875,1.5392,106,3.57159,8366586454
238.72,4189,23.8213,94,51,60,2439,875,1.5392,106,3.57159,8466644313
212.269,4711,23.8213,94,51,60,2439,875,1.5392,106,3.57159,8566699914
210.261,4756,23.8213,94,51,60,2439,875,1.5392,106,3.57159,8666753708
203.335,4918,21.8045,90,51,60,2330,841,1.5392,106,3.5716,8766768640
213.63,4681,21.8045,90,51,60,2330,841,1.5392,106,3.5716,8866823970
208.899,4787,21.8045,90,51,60,2330,841,1.5392,106,3.5716,8966881680
211.551,4727,21.8045,90,51,60,2330,841,1.5392,106,3.5716,9066936818
219.346,4559,21.8045,90,51,60,2330,841,1.5392,106,3.5716,9166991874
171.762,5822,21.8045,90,51,60,2330,841,1.5392,106,3.5716,9267047196
204.541,4889,22.5968,96,50,60,2474,875,1.53926,111,3.56665,9367105782
208.03,4807,22.5968,96,50,60,2474,875,1.53926,111,3.56665,9467159198
196.464,5090,22.5968,96,50,60,2474,875,1.53926,111,3.56665,9567211999
167.168,5982,22.5968,96,50,60,2474,875,1.53926,111,3.56665,9667264730
191.461,5223,22.5968,96,50,60,2474,875,1.53926,111,3.56665,9767321346
190.803,5241,23.2791,95,50,60,2484,875,1.53928,110,3.56673,9867378494
186.916,5350,23.2791,95,50,60,2484,875,1.53928,110,3.56673,9967435120
187.196,5342,23.2791,95,50,60,2484,875,1.53928,110,3.56673,10067490482
192.976,5182,23.2791,95,50,60,2484,875,1.53928,110,3.56673,10167546909
190.803,5241,23.2791,95,50,60,2484,875,1.53928,110,3.56673,10267599725
188.253,5312,22.4287,95,50,60,2484,875,1.53928,110,3.56673,10367655389
180.245,5548,22.4287,95,50,60,2484,875,1.53928,110,3.56673,10467716252
180.668,5535,22.4287,95,50,60,2484,875,1.53928,110,3.56673,10567769690
184.945,5407,22.4287,95,50,60,2484,875,1.53928,110,3.56673,10667822992
184.094,5432,22.4287,95,50,60,2484,875,1.53928,110,3.56673,10767877969
191.095,5233,22.7673,98,50,60,2582,875,1.53928,114,3.56673,10867931885
191.644,5218,22.7673,98,50,60,2582,875,1.53928,114,3.56673,10967986737
186.567,5360,22.7673,98,50,60,2582,875,1.53928,114,3.56673,11068046641
184.162,5430,22.7673,98,50,60,2582,875,1.53928,114,3.56673,11168101504
183.722,5443,22.7673,98,50,60,2582,875,1.53928,114,3.56673,11268157747
185.014,5405,21.2687,96,50,60,2522,874,1.53928,113,3.56696,11368215234
191.424,5224,21.2687,96,50,60,2522,874,1.53928,113,3.56696,11468270011
190.44,5251,21.2687,96,50,60,2522,874,1.53928,113,3.56696,11568328007
193.05,5180,21.2687,96,50,60,2522,874,1.53928,113,3.56696,11668382044
195.695,5110,21.2687,96,50,60,2522,874,1.53928,113,3.56696,11768442660
201.857,4954,21.0263,98,50,60,2562,875,1.53928,111,3.56708,11868496024
205.212,4873,21.0263,98,50,60,2562,875,1.53928,111,3.56708,11968549140
193.013,5181,21.0263,98,50,60,2562,875,1.53928,111,3.56708,12068601909
221.19,4521,21.0263,98,50,60,2562,875,1.53928,111,3.56708,12168656677
218.675,4573,21.0263,98,50,60,2562,875,1.53928,111,3.56708,12268712599
200.04,4999,22.1669,99,50,60,2583,875,1.53928,114,3.5672,12368769095
220.994,4525,22.1669,99,50,60,2583,875,1.53928,114,3.5672,12468826619
195.465,5116,22.1669,99,50,60,2583,875,1.53928,114,3.5672,12568884278
212.993,4695,22.1669,99,50,60,2583,875,1.53928,114,3.5672,12668937592
212.63,4703,22.1669,99,50,60,2583,875,1.53928,114,3.5672,12768991103
206.143,4851,22.4592,95,50,60,2430,875,1.53928,110,3.56732,12869047390
211.551,4727,22.4592,95,50,60,2430,875,1.53928,110,3.56732,12969102746
229.832,4351,22.4592,95,50,60,2430,875,1.53928,110,3.56732,13069159448
211.551,4727,22.4592,95,50,60,2430,875,1.53928,110,3.56732,13169216385
197.902,5053,22.4592,95,50,60,2430,875,1.53928,110,3.56732,13269263905
204.96,4879,22.896,99,50,60,2575,875,1.53929,113,3.56719,13369320739
222.916,4486,22.896,99,50,60,2575,875,1.53929,113,3.56719,13469376348
198.926,5027,22.896,99,50,60,2575,875,1.53929,113,3.56719,13569436177
198.768,5031,22.896,99,50,60,2575,875,1.53929,113,3.56719,13669490282
199.481,5013,22.896,99,50,60,2575,875,1.53929,113,3.56719,13769543577
206.782,4836,22.9219,96,50,61,2503,875,1.53929,112,3.56718,13869601767
204.792,4883,22.9219,96,50,61,2503,875,1.53929,112,3.56718,13969657787
200.844,4979,22.9219,96,50,61,2503,875,1.53929,112,3.56718,14069714192
197.863,5054,22.9219,96,50,61,2503,875,1.53929,112,3.56718,14169770561
196.155,5098,22.9219,96,50,61,2503,875,1.53929,112,3.56718,14269826244
196.734,5083,22.403,98,50,60,2575,874,1.53929,114,3.56902,14369880564
201.329,4967,22.403,98,50,60,2575,874,1.53929,114,3.56902,14469936794
179.019,5586,22.403,98,50,60,2575,874,1.53929,114,3.56902,14569990208
180.897,5528,22.403,98,50,60,2575,874,1.53929,114,3.56902,14670046523
181.324,5515,22.403,98,50,60,2575,874,1.53929,114,3.56902,14770099870
181.258,5517,21.5442,99,50,60,2580,874,1.53929,114,3.56898,14870152931
181.719,5503,21.5442,99,50,60,2580,874,1.53929,114,3.56898,14970211603
196.696,5084,21.5442,99,50,60,2580,874,1.53929,114,3.56898,15070265112
193.611,5165,21.5442,99,50,60,2580,874,1.53929,114,3.56898,15170321636
196.812,5081,21.5442,99,50,60,2580,874,1.53929,114,3.56898,15270375451
192.53,5194,21.2235,99,51,60,2584,874,1.53929,114,3.56898,15370431868
200.361,4991,21.2235,99,51,60,2584,874,1.53929,114,3.56898,15470475295
199.005,5025,21.2235,99,51,60,2584,874,1.53929,114,3.56898,15570531671
196.502,5089,21.2235,99,51,60,2584,874,1.53929,114,3.56898,15670589452
115.768,8638,21.2235,99,51,60,2584,874,1.53929,114,3.56898,15770642866
187.196,5342,21.9573,99,51,60,2578,875,1.53929,114,3.56898,15870700191
197.941,5052,21.9573,99,51,60,2578,875,1.53929,114,3.56898,15970755611
199.88,5003,21.9573,99,51,60,2578,875,1.53929,114,3.56898,16070809270
203.998,4902,21.9573,99,51,60,2578,875,1.53929,114,3.56898,16170862679
197.2,5071,21.9573,99,51,60,2578,875,1.53929,114,3.56898,16270917063
199.124,5022,21.1587,98,50,60,2551,875,1.53929,113,3.56922,16370974897
196.58,5087,21.1587,98,50,60,2551,875,1.53929,113,3.56922,16471027997
195.695,5110,21.1587,98,50,60,2551,875,1.53929,113,3.56922,16571083433
195.618,5112,21.1587,98,50,60,2551,875,1.53929,113,3.56922,16671136687
194.59,5139,21.1587,98,50,60,2551,875,1.53929,113,3.56922,16771190530
192.493,5195,21.7122,98,50,60,2581,874,1.53929,114,3.56922,16871243772
196.541,5088,21.7122,98,50,60,2581,874,1.53929,114,3.56922,16971297507
197.824,5055,21.7122,98,50,60,2581,874,1.53929,114,3.56922,17071350910
184.843,5410,21.7122,98,50,60,2581,874,1.53929,114,3.56922,17171408611
49.955,20018,21.7122,98,50,60,2581,874,1.53929,114,3.56922,17271461955
188.822,5296,20.875,97,50,60,2505,874,1.53929,113,3.56922,17371519727
49.2999,20284,20.875,97,50,60,2505,874,1.53929,113,3.56922,17471573869
237.304,4214,20.875,97,50,60,2505,874,1.53929,113,3.56922,17571606627
207.168,4827,20.875,97,50,60,2505,874,1.53929,113,3.56922,17671664489
171.999,5814,20.875,97,50,60,2505,874,1.53929,113,3.56922,17771718724
170.01,5882,20.8696,97,50,60,2505,874,1.54013,113,3.5697,17871778279
227.946,4387,20.8696,97,50,60,2505,874,1.54013,113,3.5697,17971832777
175.623,5694,20.8696,97,50,60,2505,874,1.54013,113,3.5697,18071887081
204.834,4882,20.8696,97,50,60,2505,874,1.54013,113,3.5697,18171941396
208.768,4790,20.8696,97,50,60,2505,874,1.54013,113,3.5697,18271998011
201.816,4955,22.665,74,50,60,1923,743,1.54044,83,3.5697,18372051981
212.585,4704,22.665,74,50,60,1923,743,1.54044,83,3.5697,18472108978
219.25,4561,22.665,74,50,60,1923,743,1.54044,83,3.5697,18572163219
215.332,4644,22.665,74,50,60,1923,743,1.54044,83,3.5697,18672221516
205.297,4871,22.665,74,50,60,1923,743,1.54044,83,3.5697,18772277697
217.723,4593,25.4753,98,50,60,2579,875,1.54044,113,3.59011,18872331726
214.731,4657,25.4753,98,50,60,2579,875,1.54044,113,3.59011,18972386473
212.54,4705,25.4753,98,50,60,2579,875,1.54044,113,3.59011,19072433891
178.763,5594,25.4753,98,50,60,2579,875,1.54044,113,3.59011,19172488661
211.595,4726,25.4753,98,50,60,2579,875,1.54044,113,3.59011,19272542721
208.117,4805,27.1144,98,51,60,2575,875,1.54051,114,3.59539,19372596288
212.811,4699,27.1144,98,51,60,2575,875,1.54051,114,3.59539,19472650728
205.381,4869,27.1144,98,51,60,2575,875,1.54051,114,3.59539,19572704418
215.471,4641,27.1144,98,51,60,2575,875,1.54051,114,3.59539,19672757929
213.265,4689,27.1144,98,51,60,2575,875,1.54051,114,3.59539,19772813054
209.996,4762,22.2922,98,51,60,2566,875,1.54074,113,3.60477,19872867559
207.426,4821,22.2922,98,51,60,2566,875,1.54074,113,3.60477,19972921824
209.118,4782,22.2922,98,51,60,2566,875,1.54074,113,3.60477,20072977743
213.95,4674,22.2922,98,51,60,2566,875,1.54074,113,3.60477,20173034950
212.63,4703,22.2922,98,51,60,2566,875,1.54074,113,3.60477,20273094153
202.143,4947,23.4414,98,51,60,2578,874,1.54082,114,3.62983,20373151836
208.16,4804,23.4414,98,51,60,2578,874,1.54082,114,3.62983,20473209011
216.123,4627,23.4414,98,51,60,2578,874,1.54082,114,3.62983,20573265241
212.766,4700,23.4414,98,51,60,2578,874,1.54082,114,3.62983,20673322683
96.3484,10379,23.4414,98,51,60,2578,874,1.54082,114,3.62983,20773377126
177.494,5634,22.9323,98,51,60,2578,875,1.54083,114,3.62985,20873435340
186.047,5375,22.9323,98,51,60,2578,875,1.54083,114,3.62985,20973489769
203.542,4913,22.9323,98,51,60,2578,875,1.54083,114,3.62985,21073547553
182.017,5494,22.9323,98,51,60,2578,875,1.54083,114,3.62985,21173554737
177.179,5644,22.9323,98,51,60,2578,875,1.54083,114,3.62985,21273609485
179.147,5582,22.8356,96,50,60,2506,875,1.54083,110,3.62973,21373663176
176.056,5680,22.8356,96,50,60,2506,875,1.54083,110,3.62973,21473716685
180.31,5546,22.8356,96,50,60,2506,875,1.54083,110,3.62973,21573775200
176.18,5676,22.8356,96,50,60,2506,875,1.54083,110,3.62973,21673828877
160.179,6243,22.8356,96,50,60,2506,875,1.54083,110,3.62973,21773858455
175.778,5689,23.9049,97,50,60,2527,874,1.54083,111,3.63012,21873912382
210.305,4755,23.9049,97,50,60,2527,874,1.54083,111,3.63012,21973969393
151.355,6607,23.9049,97,50,60,2527,874,1.54083,111,3.63012,22074027225
177.936,5620,23.9049,97,50,60,2527,874,1.54083,111,3.63012,22174083393
250.627,3990,23.9049,97,50,60,2527,874,1.54083,111,3.63012,22274138855
209.512,4773,30.1863,96,50,60,2495,874,1.54083,111,3.63276,22374193131
210.837,4743,30.1863,96,50,60,2495,874,1.54083,111,3.63276,22474249685
211.149,4736,30.1863,96,50,60,2495,874,1.54083,111,3.63276,22574303345
221.582,4513,30.1863,96,50,60,2495,874,1.54083,111,3.63276,22674358943
227.221,4401,30.1863,96,50,60,2495,874,1.54083,111,3.63276,22774412701
216.497,4619,28.392,99,50,61,2572,875,1.54083,114,3.63103,22874466135
204.876,4881,28.392,99,50,61,2572,875,1.54083,114,3.63103,22974519597
205.17,4874,28.392,99,50,61,2572,875,1.54083,114,3.63103,23074573652
180.538,5539,28.392,99,50,61,2572,875,1.54083,114,3.63103,23174628201
176.336,5671,28.392,99,50,61,2572,875,1.54083,114,3.63103,23274685852
184.843,5410,29.7872,96,52,60,2497,875,1.54083,110,3.64156,23374740709
178.795,5593,29.7872,96,52,60,2497,875,1.54083,110,3.64156,23474796166
181.357,5514,29.7872,96,52,60,2497,875,1.54083,110,3.64156,23574850273
178.731,5595,29.7872,96,52,60,2497,875,1.54083,110,3.64156,23674907634
177.525,5633,29.7872,96,52,60,2497,875,1.54083,110,3.64156,23774964555
172.325,5803,28.2147,99,52,61,2584,874,1.54083,114,3.65427,23875018267
175.408,5701,28.2147,99,52,61,2584,874,1.54083,114,3.65427,23975071851
179.276,5578,28.2147,99,52,61,2584,874,1.54083,114,3.65427,24075127898
178.476,5603,28.2147,99,52,61,2584,874,1.54083,114,3.65427,24175184272
174.155,5742,28.2147,99,52,61,2584,874,1.54083,114,3.65427,24275238151
185.322,5396,28.803,99,52,60,2584,874,1.54083,114,3.68723,24375292975
188.644,5301,28.803,99,52,60,2584,874,1.54083,114,3.68723,24475350304
189.358,5281,28.803,99,52,60,2584,874,1.54083,114,3.68723,24575405591
187.582,5331,28.803,99,52,60,2584,874,1.54083,114,3.68723,24675460682
213.858,4676,28.803,99,52,60,2584,874,1.54083,114,3.68723,24775509671
191.351,5226,28.392,98,52,61,2583,875,1.54083,114,3.70531,24875563641
193.386,5171,28.392,98,52,61,2583,875,1.54083,114,3.70531,24975616964
186.532,5361,28.392,98,52,61,2583,875,1.54083,114,3.70531,25075675811
184.196,5429,28.392,98,52,61,2583,875,1.54083,114,3.70531,25175731630
159.236,6280,28.392,98,52,61,2583,875,1.54083,114,3.70531,25275787910
191.461,5223,29.602,97,53,60,2537,875,1.54112,112,3.7067,25375843433
186.15,5372,29.602,97,53,60,2537,875,1.54112,112,3.7067,25475905681
183.587,5447,29.602,97,53,60,2537,875,1.54112,112,3.7067,25575966514
171.969,5815,29.602,97,53,60,2537,875,1.54112,112,3.7067,25676028235
99.6413,10036,29.602,97,53,60,2537,875,1.54112,112,3.7067,25776083068
188.182,5314,31.9149,97,53,60,2564,875,1.54189,113,3.70694,25876147407
194.742,5135,31.9149,97,53,60,2564,875,1.54189,113,3.70694,25976205236
181.752,5502,31.9149,97,53,60,2564,875,1.54189,113,3.70694,26076259912
197.55,5062,31.9149,97,53,60,2564,875,1.54189,113,3.70694,26176314913
195.618,5112,31.9149,97,53,60,2564,875,1.54189,113,3.70694,26276369880
181.917,5497,34.5432,96,51,60,2508,875,1.54346,110,3.64598,26376428034
196.232,5096,34.5432,96,51,60,2508,875,1.54346,110,3.64598,26476489660
117.014,8546,34.5432,96,51,60,2508,875,1.54346,110,3.64598,26576564236
112.296,8905,34.5432,96,51,60,2508,875,1.54346,110,3.64598,26676625347
194.363,5145,34.5432,96,51,60,2508,875,1.54346,110,3.64598,26776687927
162.76,6144,25.5611,91,51,59,2371,875,1.56607,102,3.65393,26876751614
174.672,5725,25.5611,91,51,59,2371,875,1.56607,102,3.65393,26976813158
181.159,5520,25.5611,91,51,59,2371,875,1.56607,102,3.65393,27076882518
178.126,5614,25.5611,91,51,59,2371,875,1.56607,102,3.65393,27176951302
190.658,5245,25.5611,91,51,59,2371,875,1.56607,102,3.65393,27277013210
149.611,6684,22.7895,82,51,58,1888,875,1.56613,71,3.66044,27377072889
202.757,4932,22.7895,82,51,58,1888,875,1.56613,71,3.66044,27477138539
206.441,4844,22.7895,82,51,58,1888,875,1.56613,71,3.66044,27577204813
223.164,4481,22.7895,82,51,58,1888,875,1.56613,71,3.66044,27677265524
185.839,5381,22.7895,82,51,58,1888,875,1.56613,71,3.66044,27777331351
221.828,4508,28.4994,73,51,60,1983,760,1.56604,85,3.68335,27877390430
67.714,14768,28.4994,73,51,60,1983,760,1.56604,85,3.68335,27977449324
144.718,6910,28.4994,73,51,60,1983,760,1.56604,85,3.68335,28077464317
210.748,4745,28.4994,73,51,60,1983,760,1.56604,85,3.68335,28177523136
236.239,4233,28.4994,73,51,60,1983,760,1.56604,85,3.68335,28277583888
214.684,4658,24.8737,87,51,60,2128,874,1.56604,97,3.58147,28377650387
123.457,8100,24.8737,87,51,60,2128,874,1.56604,97,3.58147,28477708006
213.493,4684,24.8737,87,51,60,2128,874,1.56604,97,3.58147,28577768509
262.192,3814,24.8737,87,51,60,2128,874,1.56604,97,3.58147,28677826812
208.464,4797,24.8737,87,51,60,2128,874,1.56604,97,3.58147,28777887017
251.826,3971,23.5955,97,51,60,2544,875,1.56607,105,3.58231,28877948636
174.948,5716,23.5955,97,51,60,2544,875,1.56607,105,3.58231,28978007829
204.583,4888,23.5955,97,51,60,2544,875,1.56607,105,3.58231,29078068725
218.293,4581,23.5955,97,51,60,2544,875,1.56607,105,3.58231,29178135561
249.501,4008,23.5955,97,51,60,2544,875,1.56607,105,3.58231,29278203200
212.947,4696,23.6908,99,51,60,2568,875,1.56607,114,3.57901,29378265550
210.217,4757,23.6908,99,51,60,2568,875,1.56607,114,3.57901,29478325391
201.939,4952,23.6908,99,51,60,2568,875,1.56607,114,3.57901,29578386281
203.832,4906,23.6908,99,51,60,2568,875,1.56607,114,3.57901,29678451127
166.667,6000,23.6908,99,51,60,2568,875,1.56607,114,3.57901,29778513012
165.289,6050,24.8762,99,51,60,2585,875,1.56613,114,3.57914,29878583440
165.235,6052,24.8762,99,51,60,2585,875,1.56613,114,3.57914,29978644143
165.18,6054,24.8762,99,51,60,2585,875,1.56613,114,3.57914,30078705140
164.826,6067,24.8762,99,51,60,2585,875,1.56613,114,3.57914,30178765545
162.206,6165,24.8762,99,51,60,2585,875,1.56613,114,3.57914,30278826823
164.339,6085,24.8762,99,51,60,2585,875,1.56613,114,3.57914,30378895434
129.45,7725,28.1054,96,51,60,2507,875,1.56613,109,3.58009,30478962905
99.8303,10017,28.1054,96,51,60,2507,875,1.56613,109,3.58009,30579022943
59.5451,16794,28.1054,96,51,60,2507,875,1.56613,109,3.58009,30679083218
102.249,9780,28.1054,96,51,60,2507,875,1.56613,109,3.58009,30779143690
171.674,5825,28.1054,96,51,60,2507,875,1.56613,109,3.58009,30879204467
170.59,5862,24.3176,88,51,59,2206,874,1.56611,100,3.58046,30979276847
173.792,5754,24.3176,88,51,59,2206,874,1.56611,100,3.58046,31079344669
170.039,5881,24.3176,88,51,59,2206,874,1.56611,100,3.58046,31179405399
141.643,7060,24.3176,88,51,59,2206,874,1.56611,100,3.58046,31279473331
175.84,5687,24.3176,88,51,59,2206,874,1.56611,100,3.58046,31379533543
115.513,8657,21.761,93,51,59,2422,875,1.56613,93,3.58166,31479591359
142.45,7020,21.761,93,51,59,2422,875,1.56613,93,3.58166,31579651083
168.209,5945,21.761,93,51,59,2422,875,1.56613,93,3.58166,31679713175
167.954,5954,21.761,93,51,59,2422,875,1.56613,93,3.58166,31779772792
163.881,6102,21.761,93,51,59,2422,875,1.56613,93,3.58166,31879832824
169.405,5903,22.2914,94,51,59,2446,875,1.56613,104,3.58154,31979891625
171.821,5820,22.2914,94,51,59,2446,875,1.56613,104,3.58154,32079951793
176.087,5679,22.2914,94,51,59,2446,875,1.56613,104,3.58154,32180011845
174.307,5737,22.2914,94,51,59,2446,875,1.56613,104,3.58154,32280072596
193.798,5160,22.2914,94,51,59,2446,875,1.56613,104,3.58154,32380132515
199.203,5020,20.9011,99,50,60,2593,874,1.56613,114,3.58155,32480191982
202.47,4939,20.9011,99,50,60,2593,874,1.56613,114,3.58155,32580252447
221.533,4514,20.9011,99,50,60,2593,874,1.56613,114,3.58155,32680320574
215.657,4637,20.9011,99,50,60,2593,874,1.56613,114,3.58155,32780380297
222.816,4488,20.9011,99,50,60,2593,874,1.56613,114,3.58155,32880440910
221.877,4507,22.1942,99,50,60,2593,874,1.56613,114,3.58164,32980500306
214.638,4659,22.1942,99,50,60,2593,874,1.56613,114,3.58164,33080521568
225.428,4436,22.1942,99,50,60,2593,874,1.56613,114,3.58164,33180581316
223.464,4475,22.1942,99,50,60,2593,874,1.56613,114,3.58164,33280635759
217.628,4595,22.1942,99,50,60,2593,874,1.56613,114,3.58164,33380695036
225.378,4437,28.323,98,50,60,2569,875,1.56613,113,3.58187,33480753646
232.883,4294,28.323,98,50,60,2569,875,1.56613,113,3.58187,33580812325
235.96,4238,28.323,98,50,60,2569,875,1.56613,113,3.58187,33680866805
217.061,4607,28.323,98,50,60,2569,875,1.56613,113,3.58187,33780921648
222.222,4500,28.323,98,50,60,2569,875,1.56613,113,3.58187,33880975596
223.414,4476,26.401,97,50,60,2557,875,1.56613,113,3.58186,33981029204
159.949,6252,26.401,97,50,60,2557,875,1.56613,113,3.58186,34081087955
